1174					𒫕	URU~c	URU~c	URU-C
1175					𒫖	URUDU~a	URUDU~a	URUDU-A
1175.1					𒫗	URUDU~a	URUDU~a~v1	URUDU-A VARIANT 1
1175.2					𒫘	URUDU~a	URUDU~a~v2	URUDU-A VARIANT 2
1176					𒫙	URUDU~c	URUDU~c	URUDU-C
1177					𒫚	URUDU~d	URUDU~d	URUDU-D
1178					𒫛	URUDU@g~a	URUDU@g~a	URUDU GUNU-A
1179					𒫜	URUDU@g~b	URUDU@g~b	URUDU GUNU-B
1180					𒫝	URUDU@g~c	URUDU@g~c	URUDU GUNU-C
1181					𒫞	URUDU@g~d	URUDU@g~d	URUDU GUNU-D
1182					𒫟	USZ~a	UŠ~a	USH-A
1183					𒫠	USZ~b	UŠ~b	USH-B
1183.1					𒫡	USZ~b	UŠ~b~v1	USH-B VARIANT 1
1184					𒫢	USZUMGAL	UŠUMGAL	USHUMGAL
1185	remove				𒫣	USZUR3~a	UŠUR₃~a	USHUR3-A
1186					𒫤	USZUR3~b1	UŠUR₃~b1	USHUR3-B1
1187					𒫥	USZUR3~b2	UŠUR₃~b2	USHUR3-B2
1188					𒫦	UTUA~a	UTUA~a	UTUA-A
1189					𒫧	UTUA~a@t	UTUA~a@t	UTUA-A TENU
1190					𒫨	UTUA~b	UTUA~b	UTUA-B
1190.1					𒫩	UTUA~b	UTUA~b~v1	UTUA-B VARIANT 1
1191					𒫪	UTUL~a	UTUL~a	UTUL-A
1192					𒫫	UTUL~b	UTUL~b	UTUL-B
1193					𒫬	UTUL~c	UTUL~c	UTUL-C
1194					𒫭	UTUL~d	UTUL~d	UTUL-D
1195					𒫮	UZU	UZU	UZU
1196	rename		PROTO-CUNEIFORM SIGN ZA-V		𒫯	ZA~x	ZA~v	ZA-X
1197					𒫰	ZABALAM~a	ZABALAM~a	ZABALAM-A
1198					𒫱	ZABALAM~b	ZABALAM~b	ZABALAM-B
1199	remove				𒫲	ZADIM	ZADIM	ZADIM
1200					𒫳	ZAG~a	ZAG~a	ZAG-A
1200.1					𒫴	ZAG~a	ZAG~a~v1	ZAG-A VARIANT 1
1201					𒫵	ZAG~b	ZAG~b	ZAG-B
1202					𒫶	ZAG~c	ZAG~c	ZAG-C
1203					𒫷	ZAR~a	ZAR~a	ZAR-A
1204					𒫸	ZAR~b1	ZAR~b1	ZAR-B1
1205					𒫹	ZAR~b2	ZAR~b2	ZAR-B2
1206					𒫺	ZAR~c	ZAR~c	ZAR-C
1207					𒫻	ZATU620	ZATU620	ZATU620
1208					𒫼	ZATU621~a	ZATU621~a	ZATU621-A
1209					𒫽	ZATU621~b	ZATU621~b	ZATU621-B
1210					𒫾	ZATU621~c	ZATU621~c	ZATU621-C
1211					𒫿	ZATU621~d	ZATU621~d	ZATU621-D
1212					𒬀	ZATU622	ZATU622	ZATU622
1213					𒬁	ZATU623	ZATU623	ZATU623
1213.1					𒬂	ZATU623	ZATU623~v1	ZATU623 VARIANT 1
1213.2					𒬃	ZATU623	ZATU623~v2	ZATU623 VARIANT 2
1214					𒬄	ZATU624~a	ZATU624~a	ZATU624-A
1215					𒬅	ZATU624~b	ZATU624~b	ZATU624-B
1216					𒬆	ZATU624~c	ZATU624~c	ZATU624-C
1217					𒬇	ZATU625	ZATU625	ZATU625
1217.1					𒬈	ZATU625	ZATU625~v1	ZATU625 VARIANT 1
1218					𒬉	ZATU626~a	ZATU626~a	ZATU626-A
1219					𒬊	ZATU626~b	ZATU626~b	ZATU626-B
1220					𒬋	ZATU626~c	ZATU626~c	ZATU626-C
1221					𒬌	ZATU627	ZATU627	ZATU627
1222					𒬍	ZATU628~a	ZATU628~a	ZATU628-A
1222.1					𒬎	ZATU628~a	ZATU628~a~v1	ZATU628-A VARIANT 1
1223					𒬏	ZATU628~b	ZATU628~b	ZATU628-B
1224					𒬐	ZATU629	ZATU629	ZATU629
1224.1					𒬑	ZATU629	ZATU629~v1	ZATU629 VARIANT 1
1225					𒬒	ZATU630	ZATU630	ZATU630
1226					𒬓	ZATU631	ZATU631	ZATU631
1227					𒬔	ZATU632~a	ZATU632~a	ZATU632-A
1227.1					𒬕	ZATU632~a	ZATU632~a~v1	ZATU632-A VARIANT 1
1228					𒬖	ZATU632~b	ZATU632~b	ZATU632-B
1229					𒬗	ZATU632~c	ZATU632~c	ZATU632-C
1230					𒬘	ZATU633~a	ZATU633~a	ZATU633-A
1231					𒬙	ZATU633~b	ZATU633~b	ZATU633-B
1232					𒬚	ZATU634	ZATU634	ZATU634
1233					𒬛	ZATU635	ZATU635	ZATU635
1234					𒬜	ZATU636	ZATU636	ZATU636
1234.1					𒬝	ZATU636	ZATU636~v1	ZATU636 VARIANT 1
1235					𒬞	ZATU637	ZATU637	ZATU637
1236					𒬟	ZATU639	ZATU639	ZATU639
1237					𒬠	ZATU640	ZATU640	ZATU640
1238					𒬡	ZATU641	ZATU641	ZATU641
1239					𒬢	ZATU642	ZATU642	ZATU642
1240					𒬣	ZATU643	ZATU643	ZATU643
1241					𒬤	ZATU644~a	ZATU644~a	ZATU644-A
1242					𒬥	ZATU644~b	ZATU644~b	ZATU644-B
1243					𒬦	ZATU646	ZATU646	ZATU646
1244					𒬧	ZATU647	ZATU647	ZATU647
1244.1					𒬨	ZATU647	ZATU647~v1	ZATU647 VARIANT 1
1245					𒬩	ZATU648	ZATU648	ZATU648
1246					𒬪	ZATU649	ZATU649	ZATU649
1246.1					𒬫	ZATU649	ZATU649~v1	ZATU649 VARIANT 1
1247					𒬬	ZATU650	ZATU650	ZATU650
1248					𒬭	ZATU651	ZATU651	ZATU651
1248.1					𒬮	ZATU651	ZATU651~v1	ZATU651 VARIANT 1
1248.2					𒬯	ZATU651	ZATU651~v2	ZATU651 VARIANT 2
1249					𒬰	ZATU651@g	ZATU651@g	ZATU651 GUNU
1250					𒬱	ZATU659	ZATU659	ZATU659
1251					𒬲	ZATU662	ZATU662	ZATU662
1251.1					𒬳	ZATU662	ZATU662~v1	ZATU662 VARIANT 1
1251.2					𒬴	ZATU662	ZATU662~v2	ZATU662 VARIANT 2
1251.3					𒬵	ZATU662	ZATU662~v3	ZATU662 VARIANT 3
1252					𒬶	ZATU664	ZATU664	ZATU664
1253					𒬷	ZATU665	ZATU665	ZATU665
1254					𒬸	ZATU666	ZATU666	ZATU666
1255					𒬹	ZATU667	ZATU667	ZATU667
1256					𒬺	ZATU668	ZATU668	ZATU668
1257					𒬻	ZATU669	ZATU669	ZATU669
1258					𒬼	ZATU670	ZATU670	ZATU670
1259					𒬽	ZATU672	ZATU672	ZATU672
1260					𒬾	ZATU674	ZATU674	ZATU674
1261					𒬿	ZATU675~a	ZATU675~a	ZATU675-A
1262					𒭀	ZATU675~b	ZATU675~b	ZATU675-B
1262.1					𒭁	ZATU675~b	ZATU675~b~v1	ZATU675-B VARIANT 1
1263					𒭂	ZATU675~c	ZATU675~c	ZATU675-C
1264					𒭃	ZATU675~d	ZATU675~d	ZATU675-D
1265					𒭄	ZATU676~a	ZATU676~a	ZATU676-A
1266					𒭅	ZATU676~b	ZATU676~b	ZATU676-B
1267					𒭆	ZATU677~a	ZATU677~a	ZATU677-A
1268					𒭇	ZATU677~b	ZATU677~b	ZATU677-B
1269					𒭈	ZATU678	ZATU678	ZATU678
1270					𒭉	ZATU679	ZATU679	ZATU679
1271					𒭊	ZATU680~a1	ZATU680~a1	ZATU680-A1
1272					𒭋	ZATU680~a2	ZATU680~a2	ZATU680-A2
1273					𒭌	ZATU680~b	ZATU680~b	ZATU680-B
1273.1					𒭍	ZATU680~b	ZATU680~b~v1	ZATU680-B VARIANT 1
1274					𒭎	ZATU680~d	ZATU680~d	ZATU680-D
1275					𒭏	ZATU680~e	ZATU680~e	ZATU680-E
1276					𒭐	ZATU681	ZATU681	ZATU681
1277					𒭑	ZATU682	ZATU682	ZATU682
1278					𒭒	ZATU683~a	ZATU683~a	ZATU683-A
1279					𒭓	ZATU683~b	ZATU683~b	ZATU683-B
1280					𒭔	ZATU683@t	ZATU683@t	ZATU683 TENU
1281					𒭕	ZATU684	ZATU684	ZATU684
1282					𒭖	ZATU685	ZATU685	ZATU685
1283					𒭗	ZATU686~a	ZATU686~a	ZATU686-A
1284					𒭘	ZATU686~b	ZATU686~b	ZATU686-B
1285					𒭙	ZATU686~c	ZATU686~c	ZATU686-C
1286					𒭚	ZATU687	ZATU687	ZATU687
1287					𒭛	ZATU688~a	ZATU688~a	ZATU688-A
1288					𒭜	ZATU688~b	ZATU688~b	ZATU688-B
1289					𒭝	ZATU689	ZATU689	ZATU689
1290					𒭞	ZATU690	ZATU690	ZATU690
1291					𒭟	ZATU691	ZATU691	ZATU691
1292					𒭠	ZATU692	ZATU692	ZATU692
1293					𒭡	ZATU693	ZATU693	ZATU693
1293.1					𒭢	ZATU693	ZATU693~v1	ZATU693 VARIANT 1
1293.2					𒭣	ZATU693	ZATU693~v2	ZATU693 VARIANT 2
1294					𒭤	ZATU693@t	ZATU693@t	ZATU693 TENU
1295					𒭥	ZATU694~a	ZATU694~a	ZATU694-A
1296					𒭦	ZATU694~b	ZATU694~b	ZATU694-B
1297					𒭧	ZATU694~c	ZATU694~c	ZATU694-C
1297.1					𒭨	ZATU694~c	ZATU694~c~v1	ZATU694-C VARIANT 1
1298					𒭩	ZATU694~d	ZATU694~d	ZATU694-D
1299					𒭪	ZATU694~d@t	ZATU694~d@t	ZATU694-D TENU
1300					𒭫	ZATU695	ZATU695	ZATU695
1301					𒭬	ZATU696	ZATU696	ZATU696
1302					𒭭	ZATU697~a	ZATU697~a	ZATU697-A
1302.1					𒭮	ZATU697~a	ZATU697~a~v1	ZATU697-A VARIANT 1
1302.2					𒭯	ZATU697~a	ZATU697~a~v2	ZATU697-A VARIANT 2
1302.3					𒭰	ZATU697~a	ZATU697~a~v3	ZATU697-A VARIANT 3
1303					𒭱	ZATU697~b	ZATU697~b	ZATU697-B
1304					𒭲	ZATU697~c	ZATU697~c	ZATU697-C
1305					𒭳	ZATU699~a	ZATU699~a	ZATU699-A
1306					𒭴	ZATU699~b	ZATU699~b	ZATU699-B
1307					𒭵	ZATU700	ZATU700	ZATU700
1308					𒭶	ZATU701	ZATU701	ZATU701
1309					𒭷	ZATU702	ZATU702	ZATU702
1310					𒭸	ZATU703	ZATU703	ZATU703
1311					𒭹	ZATU704	ZATU704	ZATU704
1312					𒭺	ZATU705	ZATU705	ZATU705
1313					𒭻	ZATU706	ZATU706	ZATU706
1314					𒭼	ZATU707~a	ZATU707~a	ZATU707-A
1315					𒭽	ZATU707~b	ZATU707~b	ZATU707-B
1316					𒭾	ZATU708	ZATU708	ZATU708
1317					𒭿	ZATU709	ZATU709	ZATU709
1318					𒮀	ZATU710	ZATU710	ZATU710
1318.1					𒮁	ZATU710	ZATU710~v1	ZATU710 VARIANT 1
1319					𒮂	ZATU711	ZATU711	ZATU711
1319.1					𒮃	ZATU711	ZATU711~v1	ZATU711 VARIANT 1
1320					𒮄	ZATU713	ZATU713	ZATU713
1321					𒮅	ZATU714	ZATU714	ZATU714
1322					𒮆	ZATU717	ZATU717	ZATU717
1323					𒮇	ZATU718	ZATU718	ZATU718
1324					𒮈	ZATU719	ZATU719	ZATU719
1325					𒮉	ZATU720	ZATU720	ZATU720
1326					𒮊	ZATU721	ZATU721	ZATU721
1327					𒮋	ZATU722	ZATU722	ZATU722
1328					𒮌	ZATU723	ZATU723	ZATU723
1329					𒮍	ZATU724	ZATU724	ZATU724
1330					𒮎	ZATU725	ZATU725	ZATU725
1330.1					𒮏	ZATU725	ZATU725~v1	ZATU725 VARIANT 1
1331					𒮐	ZATU726~a	ZATU726~a	ZATU726-A
1332					𒮑	ZATU726~c	ZATU726~c	ZATU726-C
1333					𒮒	ZATU726~d	ZATU726~d	ZATU726-D
1334					𒮓	ZATU727	ZATU727	ZATU727
1335					𒮔	ZATU728	ZATU728	ZATU728
1336					𒮕	ZATU729	ZATU729	ZATU729
1336.1					𒮖	ZATU729	ZATU729~v1	ZATU729 VARIANT 1
1337					𒮗	ZATU730	ZATU730	ZATU730
1338					𒮘	ZATU732	ZATU732	ZATU732
1339					𒮙	ZATU733	ZATU733	ZATU733
1340					𒮚	ZATU734	ZATU734	ZATU734
1341					𒮛	ZATU735~a	ZATU735~a	ZATU735-A
1342					𒮜	ZATU735~b	ZATU735~b	ZATU735-B
1342.1					𒮝	ZATU735~b	ZATU735~b~v1	ZATU735-B VARIANT 1
1342.2					𒮞	ZATU735~b	ZATU735~b~v2	ZATU735-B VARIANT 2
1343					𒮟	ZATU735~c	ZATU735~c	ZATU735-C
1344					𒮠	ZATU736~a	ZATU736~a	ZATU736-A
1345					𒮡	ZATU736~b	ZATU736~b	ZATU736-B
1346					𒮢	ZATU737	ZATU737	ZATU737
1346.1					𒮣	ZATU737	ZATU737~v1	ZATU737 VARIANT 1
1346.2					𒮤	ZATU737	ZATU737~v2	ZATU737 VARIANT 2
1347					𒮥	ZATU749~a	ZATU749~a	ZATU749-A
1347.1					𒮦	ZATU749~a	ZATU749~a~v1	ZATU749-A VARIANT 1
1347.2					𒮧	ZATU749~a	ZATU749~a~v2	ZATU749-A VARIANT 2
1348					𒮨	ZATU749~b	ZATU749~b	ZATU749-B
1349					𒮩	ZATU749~c	ZATU749~c	ZATU749-C
1350					𒮪	ZATU750	ZATU750	ZATU750
1350.1					𒮫	ZATU750	ZATU750~v1	ZATU750 VARIANT 1
1350.2					𒮬	ZATU750	ZATU750~v2	ZATU750 VARIANT 2
1350.3					𒮭	ZATU750	ZATU750~v3	ZATU750 VARIANT 3
1351					𒮮	ZATU751~a	ZATU751~a	ZATU751-A
1352					𒮯	ZATU751~b	ZATU751~b	ZATU751-B
1353					𒮰	ZATU752	ZATU752	ZATU752
1353.1					𒮱	ZATU752	ZATU752~v1	ZATU752 VARIANT 1
1354					𒮲	ZATU753	ZATU753	ZATU753
1355					𒮳	ZATU754	ZATU754	ZATU754
1356					𒮴	ZATU755~a	ZATU755~a	ZATU755-A
1357					𒮵	ZATU755~b	ZATU755~b	ZATU755-B
1358					𒮶	ZATU756	ZATU756	ZATU756
1358.1					𒮷	ZATU756	ZATU756~v1	ZATU756 VARIANT 1
1359					𒮸	ZATU757	ZATU757	ZATU757
1359.1					𒮹	ZATU757	ZATU757~v1	ZATU757 VARIANT 1
1360					𒮺	ZATU758	ZATU758	ZATU758
1361					𒮻	ZATU759	ZATU759	ZATU759
1361.1					𒮼	ZATU759	ZATU759~v1	ZATU759 VARIANT 1
1362					𒮽	ZATU761	ZATU761	ZATU761
1363					𒮾	ZATU762~a	ZATU762~a	ZATU762-A
1363.1					𒮿	ZATU762~a	ZATU762~a~v1	ZATU762-A VARIANT 1
1363.2					𒯀	ZATU762~a	ZATU762~a~v2	ZATU762-A VARIANT 2
1364					𒯁	ZATU762~b	ZATU762~b	ZATU762-B
1365					𒯂	ZATU764	ZATU764	ZATU764
1366					𒯃	ZATU765	ZATU765	ZATU765
1367					𒯄	ZATU766	ZATU766	ZATU766
1368					𒯅	ZATU767	ZATU767	ZATU767
1369					𒯆	ZATU768	ZATU768	ZATU768
1370					𒯇	ZATU769	ZATU769	ZATU769
1371					𒯈	ZATU771	ZATU771	ZATU771
1372					𒯉	ZATU772	ZATU772	ZATU772
1373					𒯊	ZATU773~a	ZATU773~a	ZATU773-A
1373.1					𒯋	ZATU773~a	ZATU773~a~v1	ZATU773-A VARIANT 1
1374					𒯌	ZATU773~b	ZATU773~b	ZATU773-B
1375					𒯍	ZATU774	ZATU774	ZATU774
1376					𒯎	ZATU775	ZATU775	ZATU775
1377					𒯏	ZATU776	ZATU776	ZATU776
1377.1					𒯐	ZATU776	ZATU776~v1	ZATU776 VARIANT 1
1378					𒯑	ZATU777	ZATU777	ZATU777
1378.1					𒯒	ZATU777	ZATU777~v1	ZATU777 VARIANT 1
1378.2					𒯓	ZATU777	ZATU777~v2	ZATU777 VARIANT 2
1379					𒯔	ZATU778	ZATU778	ZATU778
1380					𒯕	ZATU779	ZATU779	ZATU779
1381					𒯖	ZATU780	ZATU780	ZATU780
1382					𒯗	ZATU781	ZATU781	ZATU781
1383					𒯘	ZATU782	ZATU782	ZATU782
1384					𒯙	ZATU783	ZATU783	ZATU783
1385					𒯚	ZATU784	ZATU784	ZATU784
1386					𒯛	ZATU785	ZATU785	ZATU785
1387					𒯜	ZATU786	ZATU786	ZATU786
1388					𒯝	ZATU787	ZATU787	ZATU787
1389					𒯞	ZATU788	ZATU788	ZATU788
1390					𒯟	ZATU789	ZATU789	ZATU789
1391					𒯠	ZATU791	ZATU791	ZATU791
1392					𒯡	ZATU792	ZATU792	ZATU792
1393					𒯢	ZATU795	ZATU795	ZATU795
1394					𒯣	ZATU797	ZATU797	ZATU797
1395					𒯤	ZATU798	ZATU798	ZATU798
1396					𒯥	ZATU799	ZATU799	ZATU799
1397					𒯦	ZATU800	ZATU800	ZATU800
1398					𒯧	ZATU801	ZATU801	ZATU801
1399					𒯨	ZATU802	ZATU802	ZATU802
1400					𒯩	ZATU803	ZATU803	ZATU803
1401					𒯪	ZATU804	ZATU804	ZATU804
1402					𒯫	ZATU805	ZATU805	ZATU805
1403					𒯬	ZATU806	ZATU806	ZATU806
1404					𒯭	ZATU807	ZATU807	ZATU807
1405					𒯮	ZATU808	ZATU808	ZATU808
1406					𒯯	ZATU809	ZATU809	ZATU809
1407					𒯰	ZATU810	ZATU810	ZATU810
1408					𒯱	ZATU811	ZATU811	ZATU811
1409					𒯲	ZATU812	ZATU812	ZATU812
1410					𒯳	ZATU813	ZATU813	ZATU813
1411					𒯴	ZATU814	ZATU814	ZATU814
1412					𒯵	ZATU815	ZATU815	ZATU815
1413					𒯶	ZATU817	ZATU817	ZATU817
1414					𒯷	ZATU818	ZATU818	ZATU818
1415					𒯸	ZATU819	ZATU819	ZATU819
1416					𒯹	ZATU820	ZATU820	ZATU820
1417					𒯺	ZATU821	ZATU821	ZATU821
1418					𒯻	ZATU822	ZATU822	ZATU822
1419					𒯼	ZATU823	ZATU823	ZATU823
1420					𒯽	ZATU824	ZATU824	ZATU824
1421					𒯾	ZATU825	ZATU825	ZATU825
1422					𒯿	ZATU826	ZATU826	ZATU826
1423					𒰀	ZATU829	ZATU829	ZATU829
1424					𒰁	ZATU831	ZATU831	ZATU831
1425					𒰂	ZATU831@g	ZATU831@g	ZATU831 GUNU
1426					𒰃	ZATU832	ZATU832	ZATU832
1427					𒰄	ZATU833	ZATU833	ZATU833
1428					𒰅	ZATU834	ZATU834	ZATU834
1429					𒰆	ZATU835	ZATU835	ZATU835
1430					𒰇	ZATU836	ZATU836	ZATU836
1431					𒰈	ZATU837~a	ZATU837~a	ZATU837-A
1432					𒰉	ZATU837~b	ZATU837~b	ZATU837-B
1433					𒰊	ZATU838	ZATU838	ZATU838
1434					𒰋	ZATU839	ZATU839	ZATU839
1434.1					𒰌	ZATU839	ZATU839~v1	ZATU839 VARIANT 1
1435					𒰍	ZATU840	ZATU840	ZATU840
1436					𒰎	ZATU841	ZATU841	ZATU841
1437					𒰏	ZATU842	ZATU842	ZATU842
1438					𒰐	ZATU843	ZATU843	ZATU843
1439					𒰑	ZATU844	ZATU844	ZATU844
1440					𒰒	ZATU845	ZATU845	ZATU845
1441					𒰓	ZATU846	ZATU846	ZATU846
1442					𒰔	ZATU847	ZATU847	ZATU847
1443					𒰕	ZATU848	ZATU848	ZATU848
1444					𒰖	ZATU849	ZATU849	ZATU849
1445					𒰗	ZATU850	ZATU850	ZATU850
1446					𒰘	ZATU851	ZATU851	ZATU851
1447					𒰙	ZATU852	ZATU852	ZATU852
1448					𒰚	ZATU853	ZATU853	ZATU853
1449					𒰛	ZATU854	ZATU854	ZATU854
1450					𒰜	ZATU855	ZATU855	ZATU855
1451					𒰝	ZI~a	ZI~a	ZI-A
1451.1					𒰞	ZI~a	ZI~a~v1	ZI-A VARIANT 1
1452					𒰟	ZI~b	ZI~b	ZI-B
1453					𒰠	ZI~d	ZI~d	ZI-D
1454					𒰡	ZUBI~a	ZUBI~a	ZUBI-A
1455					𒰢	ZUBI~b	ZUBI~b	ZUBI-B
1456					𒰣	|1(N02).RU|	|1(N02).RU|	ONE-N2 BESIDE RU
1457					𒰤	|1(N08@f)x1(N57)|	|1(N08@f)×1(N57)|	ONE-N8 FLAT TIMES ONE-N57
1458					𒰥	|1(N34)x1(N58)|	|1(N34)×1(N58)|	ONE-N34 TIMES ONE-N58
1459	remove				𒰦	|1(N57).1(N57)|	|1(N57).1(N57)|	ONE-N57 BESIDE ONE-N57
1460					𒰧	|1(N57).AB2|	|1(N57).AB₂|	ONE-N57 BESIDE AB2
1461					𒰨	|1(N57).SZAH2~a|	|1(N57).ŠAH₂~a|	ONE-N57 BESIDE SHAH2-A
1462					𒰩	|1(N57).SZUBUR|	|1(N57).ŠUBUR|	ONE-N57 BESIDE SHUBUR
1462.1	rename		PROTO-CUNEIFORM SIGN ONE-N57 BESIDE SHUBUR VARIANT 1		𒰪	|1(N57).SZUBUR|	|1(N57).ŠUBUR~v1|	ONE-N57 VARIANT 1 BESIDE SHUBUR VARIANT 1
1463					𒰫	|1(N58).BAD~a|	|1(N58).BAD|	ONE-N58 BESIDE BAD-A
1464					𒰬	|1(N58).BAD~b|	|1(N58)~a.BAD~a|	ONE-N58 BESIDE BAD-B
1464.1					𒰭	|1(N58).BAD~b|	|1(N58)~a.BAD|	ONE-N58 BESIDE BAD-B VARIANT 1
1465					𒰮	|2(N57).AB2|	|2(N57).AB₂|	TWO-N57 BESIDE AB2
1466					𒰯	|2(N57).KU6~a|	|2(N57).KU₆~a|	TWO-N57 BESIDE KU6-A
1467					𒰰	|2(N57).SZUBUR|	|2(N57).ŠUBUR|	TWO-N57 BESIDE SHUBUR
1468					𒰱	|2(N57).SU~a|	|2(N57).SU~a|	TWO-N57 BESIDE SU-A
1469					𒰲	|3(N57).AMAR|	|3(N57).AMAR|	THREE-N57 BESIDE AMAR
1470					𒰳	|3(N57).BARA3|	|3(N57).BARA₃|	THREE-N57 BESIDE BARA3
1471					𒰴	|3(N57).E2~b|	|3(N57).E₂~b|	THREE-N57 BESIDE E2-B
1472					𒰵	|3(N57).GAR|	|3(N57).GAR|	THREE-N57 BESIDE GAR
1473					𒰶	|3(N57).NUNUZ~a1|	|3(N57).NUNUZ~a1|	THREE-N57 BESIDE NUNUZ-A1
1474					𒰷	|3(N57).NUNUZ~c|	|3(N57).NUNUZ~c|	THREE-N57 BESIDE NUNUZ-C
1475					𒰸	|3(N57).PIRIG~b1|	|3(N57).PIRIG~b1|	THREE-N57 BESIDE PIRIG-B1
1476					𒰹	|3(N57).SZUBUR|	|3(N57).ŠUBUR|	THREE-N57 BESIDE SHUBUR
1477					𒰺	|3(N58).UR3~b1|	|3(N58).UR₃~b1|	THREE-N58 BESIDE UR3-B1
1478					𒰻	|4(N57).AMAR|	|4(N57).AMAR|	FOUR-N57 BESIDE AMAR
1479					𒰼	|4(N57).GAR|	|4(N57).GAR|	FOUR-N57 BESIDE GAR
1480					𒰽	|4(N57).KU3~a|	|4(N57).KU₃~a|	FOUR-N57 BESIDE KU3-A
1481					𒰾	|4(N57).NI~b|	|4(N57).NI~b|	FOUR-N57 BESIDE NI-B
1482					𒰿	|5(N57).GAR|	|5(N57).GAR|	FIVE-N57 BESIDE GAR
1483					𒱀	|5(N57).KU3~a|	|5(N57).KU₃~a|	FIVE-N57 BESIDE KU3-A
1484					𒱁	|6(N57).GAR|	|6(N57).GAR|	SIX-N57 BESIDE GAR
1485					𒱂	|6(N57).KU3~a|	|6(N57).KU₃~a|	SIX-N57 BESIDE KU3-A
1486					𒱃	|8(N57).NI~b|	|8(N57).NI~b|	EIGHT-N57 BESIDE NI-B
1487					𒱄	|X(N57).GAR|	|X(N57).GAR|	X-N57 BESIDE GAR
1488					𒱅	|Ax1(N14)|	|A×1(N14)|	A TIMES ONE-N14
1489					𒱆	|AxAB2|	|A×AB₂|	A TIMES AB2
1490	remove				𒱇	|AxAN|	|A×AN|	A TIMES AN
1491	rename		PROTO-CUNEIFORM SIGN A TIMES EN-A VARIANT 2		𒱈	|AxEN~a|	|A×EN~a~v2|	A TIMES EN-A
1492					𒱉	|AxSZUBUR|	|A×ŠUBUR|	A TIMES SHUBUR
1493					𒱊	|AxZATU672|	|A×ZATU672|	A TIMES ZATU672
1494					𒱋	|AB~ax1(N01)|	|AB~a×1(N01)|	AB-A TIMES ONE-N1
1495					𒱌	|AB~axA@t|	|AB~a×A@t|	AB-A TIMES A TENU
1496					𒱍	|AB~axASZ2|	|AB~a×AŠ₂|	AB-A TIMES ASH2
1497					𒱎	|AB~axKU6~a|	|AB~a×KU₆~a|	AB-A TIMES KU6-A
1498					𒱏	|AB~ax(SZE~a&SZE~a)|	|AB~a×(ŠE~a&ŠE~a)|	AB-A TIMES SHE-A OVER SHE-A
1499					𒱐	|AB~axSUKKAL|	|AB~a×SUKKAL|	AB-A TIMES SUKKAL
1500					𒱑	|AB~axX|	|AB~a×X|	AB-A TIMES X
1501					𒱒	|AB~axZATU659|	|AB~a×ZATU659|	AB-A TIMES ZATU659
1502					𒱓	|AB~bxA|	|AB~b×A|	AB-B TIMES A
1503					𒱔	|AB~bxKU6~a|	|AB~b×KU₆~a|	AB-B TIMES KU6-A
1504					𒱕	|AB~bxSZA3~a1|	|AB~b×ŠA₃~a1|	AB-B TIMES SHA3-A1
1505					𒱖	|AB2x2(N14)|	|AB₂×2(N14)|	AB2 TIMES TWO-N14
1505.1	rename		PROTO-CUNEIFORM SIGN AB2 VARIANT 2 TIMES TWO-N14		𒱗	|AB2x2(N14)|	|AB₂~v2×2(N14)|	AB2 TIMES TWO-N14 VARIANT 1
1506					𒱘	|AMA~axE2~a|	|AMA~a×E₂~a|	AMA-A TIMES E2-A
1507					𒱙	|AMAR.1(N02)|	|AMAR.1(N02)|	AMAR BESIDE ONE-N2
1508					𒱚	|AMAR&AMAR|	|AMAR&AMAR|	AMAR OVER AMAR
1509	rename		PROTO-CUNEIFORM SIGN AMAR VARIANT 2 TIMES TAR-C		𒱛	|AMARxTAR|	|AMAR~v2×TAR~c|	AMAR TIMES TAR
1510					𒱜	|APIN~a.APIN~a|	|APIN~a.APIN~a|	APIN-A BESIDE APIN-A
1511					𒱝	|BAD&BAD|	|BAD&BAD|	BAD OVER BAD
1512					𒱞	|BU~ax1(N58)|	|BU~a×1(N58)|	BU-A TIMES ONE-N58
1513	rename		PROTO-CUNEIFORM SIGN BU-A VARIANT 1 TIMES A		𒱟	|BU~axA|	|BU~a~v1×A|	BU-A TIMES A
1514					𒱠	|(BU~a&BU~a).NA2~a|	|(BU~a&BU~a).NA₂~a|	BU-A OVER BU-A BESIDE NA2-A
1514.1					𒱡	|(BU~a&BU~a).NA2~a|	|(BU~a&BU~a).NA₂~a~v1|	BU-A OVER BU-A BESIDE NA2-A VARIANT 1
1515	newglyph rename	12C63	PROTO-CUNEIFORM SIGN BU-A VARIANT 1 CROSSING BU-A VARIANT 1 BESIDE NA2-A NUTILLU	NEW GLYPH=𒱣	𒱢	|(BU~a&BU~a).NA2~a@n|	|(BU~a~v1%BU~a~v1).NA₂~a@n|	BU-A OVER BU-A BESIDE NA2-A NUTILLU
1516	delete			# Duplicates 1515 |(BU~a&BU~a).NA2~a@n| 𒱢	𒱣	|(BU~a&BU~a).NA2~b|	|(BU~a&BU~a).NA₂~b|	BU-A OVER BU-A BESIDE NA2-B
1517					𒱤	|(BU~a&BU~a).X|	|(BU~a&BU~a).X|	BU-A OVER BU-A BESIDE X
1518					𒱥	|BU~a+DU6~a|	|BU~a+DU₆~a|	BU-A JOINING DU6-A
1518.1					𒱦	|BU~a+DU6~a|	|BU~a+DU₆~a~v1|	BU-A JOINING DU6-A VARIANT 1
